term,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy,synonym_1,synonym_2,synonym_3
chain,0,0,0,0,0,0,0,0,0,0,junction,moor,harness
view,0,0,0,0,0,0,0,0,0,0,belief,opinion,mind
blind,0,0,0,0,0,0,1,0,0,0,blindness,blindfold,dazzle
stake,0,0,0,0,0,0,0,0,0,0,chance,venture,speculation
tolerance,0,0,0,0,0,0,0,0,0,0,space,leeway,latitude
importance,0,0,1,0,0,0,0,0,0,0,mark,moment,consequence
desperate,0,0,0,0,0,0,1,0,0,0,impossibility,inaccessible,incompatible
elasticity,0,0,0,0,0,0,0,0,0,0,recoil,bounce,kick
gravity,0,0,0,0,0,0,0,0,0,0,power,electricity,magnetism
bias,0,1,0,0,0,0,1,0,0,0,inequality,partiality,weight
sobriety,0,0,0,1,0,1,0,0,0,0,temperance,moderation,forbearance
omission,0,0,0,0,0,0,0,0,0,0,evasion,failure,neglect
lapse,0,0,0,0,0,0,0,0,0,0,relapse,deterioration,recidivism
form,0,0,0,0,0,0,0,0,0,0,composition,make,constitute
shave,0,0,0,0,0,0,0,0,0,0,shortness,dock,crop
generosity,0,0,0,1,0,1,0,0,0,1,chivalry,elevation,altruism
collect,0,0,0,0,0,0,0,0,0,0,acquisition,procure,glean
flood,1,0,0,0,0,0,0,0,0,0,sufficiency,tide,outpouring
stretch,0,0,0,0,0,0,0,0,0,0,elasticity,extend,flex
absolute,0,0,0,0,0,1,0,0,0,0,greatness,perfect,unequivocal
permit,0,0,0,0,0,0,0,0,0,0,assent,acknowledge,admit
hiss,1,1,0,0,0,0,1,0,0,0,contempt,hoot,slight
ascend,0,0,0,0,0,0,0,0,0,0,increase,advance,rise
doctor,0,0,0,1,0,1,0,0,0,0,advice,physician,leech
poll,0,0,0,0,0,0,0,0,0,0,recite,muster,enumerate
size,0,0,0,0,0,0,0,0,0,0,magnitude,volume,dimension
snarl,0,0,0,0,0,0,1,0,0,0,threat,defy,growl
relaxation,0,0,0,0,0,1,0,0,0,0,leisure,ease,time
figure,0,0,0,0,0,0,0,0,0,0,form,shape,cast
innocent,0,0,0,1,0,1,0,0,0,0,goodness,innocuous,harmless
open,0,0,0,0,0,0,0,0,0,0,expansion,germinate,shoot
light,0,0,0,0,0,0,0,0,0,0,airy,volatile,weightless
serve,0,0,0,0,0,0,0,0,0,0,obedience,submit,obey
principle,0,0,0,0,0,0,0,0,0,0,motive,ground,reason
combination,0,0,0,0,0,0,0,0,0,0,opening,password,opener
riddle,0,0,0,0,0,0,0,0,0,0,puzzle,enigma,oxymoron
door,0,0,0,0,0,0,0,0,0,0,cordon,hatch,barrier
scratch,0,0,0,0,0,0,0,0,0,0,evil,bruise,gash
sleep,0,0,0,0,0,0,0,0,0,0,inactivity,slumber,hibernate
agreement,0,0,0,1,0,0,0,0,0,0,conformity,naturalization,illustration
cradle,0,0,1,1,0,1,0,0,0,1,beginning,birth,genesis
decoration,0,0,0,0,0,0,0,0,0,0,ornament,embellishment,adornment
tie,0,0,0,0,0,0,0,0,0,0,connection,fastener,fastening
orbit,0,0,0,0,0,0,0,0,0,0,method,tack,track
routine,0,0,0,0,0,0,0,0,0,0,uniformity,regularity,constancy
nip,0,0,0,0,0,0,0,0,0,0,disjunction,nib,snip
echo,0,0,0,0,0,0,0,0,0,0,repetition,drum,iterate
rate,0,0,0,0,0,0,0,0,0,0,degree,sort,way
compensation,0,0,0,0,0,0,0,0,0,0,restitution,indemnification,reinvestment
quarter,0,0,0,0,0,0,0,0,0,0,location,station,lodge
succession,0,0,0,0,0,0,0,0,0,0,continuity,progression,suite
adventure,0,0,0,0,0,0,0,0,0,0,pursuit,hobby,enterprise
tumble,0,0,0,0,0,0,1,0,0,0,failure,fall,limp
sleep,0,0,0,0,0,0,0,0,0,0,quiet,repose,silence
melt,0,0,0,0,0,0,0,0,0,0,pity,weep,thaw
empty,0,0,0,0,0,0,0,0,0,0,insufficiency,vacant,bare
star,0,0,0,0,0,1,0,0,0,0,ornament,bow,rosette
irregularity,0,0,0,0,0,0,0,0,0,0,distortion,asymmetry,ugliness
fill,0,0,0,1,0,0,0,0,0,0,provision,feed,recruit
thin,0,0,0,0,0,0,0,0,0,0,insufficiency,poor,spare
horse,0,0,0,0,0,0,0,0,0,0,combatant,cavalry,artillery
deficiency,0,0,0,0,0,0,1,0,0,0,imperfection,immaturity,inadequacy
seasoning,0,0,0,0,0,0,0,0,0,0,mixture,infusion,tinge
register,0,0,0,0,0,0,0,0,0,0,arrangement,database,synopsis
reference,0,0,0,0,0,0,0,0,0,0,advice,consultation,conference
presentation,0,0,0,0,0,0,0,0,0,0,courtesy,reception,greeting
sting,1,0,0,0,0,0,1,0,0,0,thrill,creep,tingle
representation,0,0,0,0,0,0,0,0,0,0,photography,illustration,iconography
contingent,0,0,1,0,0,0,0,0,0,0,liability,possible,incidental
mate,1,1,0,1,0,1,0,1,0,1,marriage,spouse,partner
load,0,0,0,0,0,0,0,0,0,0,pain,trial,trouble
die,1,0,0,0,0,0,1,1,0,0,deterioration,shake,rust
disposition,0,0,0,0,0,0,0,0,0,0,order,array,system
permit,0,0,0,0,0,0,0,0,0,0,consent,promise,concession
curb,0,0,0,0,0,0,0,0,0,0,restraint,control,withhold
dull,0,0,0,0,0,0,1,1,0,0,blunt,slack,tame
nightmare,1,0,0,0,0,0,1,0,0,0,imagination,vision,figment
wing,0,0,0,0,0,0,0,0,0,0,part,scion,offshoot
collapse,0,0,0,0,0,0,1,0,0,0,shortcoming,fail,want
decay,0,0,0,0,0,0,1,1,0,0,decline,maturity,custom
cry,0,0,0,0,0,0,1,1,0,0,whimper,weep,pipe
swerve,0,0,0,0,0,0,0,0,0,0,alternate,deviate,vary
back,0,0,0,0,0,0,0,0,0,0,rear,background,hinterland
startle,1,0,0,0,1,0,1,0,0,0,stagger,stun,surprise
trump,0,0,0,0,1,0,0,0,0,0,success,stalemate,silence
balance,0,0,0,0,0,1,0,0,0,0,equality,symmetry,parity
department,0,0,0,0,0,0,0,0,0,0,inclusion,domain,province
fair,0,0,0,0,0,0,0,0,0,0,right,fit,good
consent,0,0,0,0,0,0,0,0,0,0,agreement,dovetail,meet
assure,0,0,0,1,0,0,0,0,0,0,promise,guarantee,warrant
warranty,0,0,0,1,0,0,0,0,0,0,permission,admission,accordance
pay,0,0,1,1,0,1,0,0,0,1,payment,reimbursement,retribution
earnest,0,0,0,0,0,1,0,0,0,0,importance,grand,impressive
illustration,0,0,0,0,0,0,0,0,0,0,representation,delineation,photography
array,0,0,0,0,0,0,0,0,0,0,continuity,procession,column
grave,1,0,0,0,0,0,0,1,0,0,interment,mausoleum,tomb
presumption,0,0,0,0,0,0,0,0,0,0,assumption,bounce,arrogance
explosion,1,0,0,0,1,0,1,0,0,0,snap,detonation,burst
scandal,1,0,0,0,0,0,1,0,0,0,vice,immorality,impropriety
pot,0,0,0,0,0,0,0,0,0,0,preservation,salt,bottle
mitigation,0,0,0,0,0,0,0,0,0,0,moderation,remission,relaxation
wake,0,0,0,0,0,0,0,0,0,0,sequel,trail,tail
taint,0,0,0,0,0,0,1,1,0,0,disrepute,tarnish,pollution
cage,0,0,0,0,0,0,1,0,0,0,restraint,impound,coop
separate,0,0,0,0,0,0,0,0,0,0,disjunction,leave,part
age,0,0,0,0,0,0,0,0,0,0,superannuation,longevity,years
travesty,0,0,0,0,0,0,1,0,0,0,imitation,burlesque,counterfeit
uncertainty,0,0,1,0,1,0,1,0,0,0,chance,gambler,stake
cipher,0,0,0,0,0,0,0,0,0,0,naught,nil,zero
attraction,0,0,0,0,0,0,0,0,0,0,power,pressure,electricity
exposure,0,0,0,0,0,0,0,0,0,0,visibility,manifestation,appearance
article,0,0,0,0,0,0,0,0,0,0,dissertation,commentary,review
grand,0,0,0,0,0,0,0,0,0,0,pompous,sumptuous,flaming
contingent,0,0,0,0,0,0,0,0,0,0,uncertainty,occasional,provisional
view,0,0,0,0,0,0,0,0,0,0,appearance,sight,show
case,0,0,0,0,0,0,0,0,0,0,information,report,specification
flounder,1,0,0,0,0,0,1,0,0,0,uncertainty,hesitate,depend
trace,0,0,0,0,0,0,0,0,0,0,minimum,hint,modicum
fanatic,0,0,0,0,0,0,1,0,0,0,zealot,enthusiast,bigot
doom,1,0,0,0,0,0,1,0,0,0,condemnation,sentence,cast
plan,0,0,1,0,0,0,0,0,0,0,conduct,tactics,strategy
halt,0,0,0,0,0,0,0,0,0,0,repose,pause,stay
strip,0,0,0,0,0,0,1,1,0,0,taking,fleece,shear
command,0,0,0,0,0,0,0,0,0,0,authority,rule,administer
relief,0,0,0,0,0,1,0,0,0,0,refreshment,alleviation,deliverance
ferment,0,0,1,0,0,0,0,0,0,0,feeling,stew,ruffle
lock,0,0,0,0,0,0,0,0,0,0,hindrance,bar,bolt
pervert,0,1,0,0,0,0,1,0,1,0,deterioration,prostitute,pollute
common,0,0,0,0,0,0,0,0,0,0,vulgarity,low,wild
word,0,0,0,1,0,1,0,0,0,0,promise,vow,parole
damper,0,0,0,0,0,0,1,0,0,0,hindrance,opponent,bar
rear,0,0,0,0,0,0,1,0,0,0,end,caudal,last
direction,0,0,0,0,0,0,0,0,0,0,indication,name,address
endure,0,0,0,0,0,1,0,0,0,0,existence,remain,last
duplicate,0,0,0,0,0,0,0,0,0,0,duplication,twin,double
mediocrity,0,0,0,0,0,0,1,0,0,0,mean,middle,mode
crow,0,0,0,0,0,0,0,0,0,0,boasting,triumph,chuckle
rocket,0,1,0,0,0,0,0,0,0,0,attack,bomb,blast
transport,0,0,0,0,0,0,0,0,0,0,transference,transmission,transplantation
waste,0,0,0,0,0,0,0,0,0,0,ebb,exhaust,spend
position,0,0,0,0,0,0,0,0,0,0,authority,stand,opinion
circuit,0,0,0,0,0,0,0,0,0,0,convolution,meandering,twist
epoch,0,0,0,0,0,0,0,0,0,0,time,era,decade
jerk,0,1,0,0,1,0,0,0,0,0,traction,twitch,wrench
defect,0,0,0,0,0,0,1,0,0,0,blemish,flaw,deformity
join,0,0,0,0,0,1,0,0,0,0,assemblage,rejoin,unite
signature,0,0,0,1,0,0,0,0,0,0,security,seal,stamp
show,0,0,0,1,0,0,0,0,0,0,attention,indicate,review
spend,0,0,0,0,0,0,0,0,0,0,waste,expend,use
acknowledge,0,0,0,0,0,0,0,0,0,0,confess,reclaim,regret
tilt,0,0,0,0,0,0,0,0,0,0,descent,tumble,downfall
excuse,0,0,0,0,0,0,1,0,0,0,pretext,plead,pretend
farce,0,0,0,0,0,0,1,0,0,0,myth,moonshine,puff
plot,0,0,0,0,0,0,0,0,0,0,plain,turf,plat
weariness,0,0,0,0,0,0,1,1,0,0,pain,stew,despair
shortcoming,0,0,0,0,0,0,1,0,0,0,inequality,superiority,difference
sap,0,0,0,0,0,0,0,0,0,0,dint,delve,gouge
dot,0,0,0,0,0,0,0,0,0,0,indication,trace,chalk
gymnastics,0,0,0,0,0,0,0,0,0,0,strength,athleticism,athletics
theater,0,0,0,0,0,0,0,0,0,0,amusement,ballroom,hall
outlaw,0,0,0,0,0,0,0,0,0,0,prohibition,forbid,taboo
assumption,0,0,0,0,0,0,0,0,0,0,predilection,prevention,presumption
path,0,0,0,0,0,0,0,0,0,0,passage,permeation,egress
heighten,1,0,0,0,0,0,1,0,0,0,aggravation,aggravate,sour
galaxy,0,0,0,0,0,0,0,0,0,0,assemblage,array,bevy
suit,0,0,0,0,0,0,0,0,0,0,agreement,fit,adapt
hurt,1,1,0,0,0,0,1,1,0,0,cut,pain,neuralgia
control,0,0,0,0,0,0,0,0,0,0,direction,charge,oversight
air,0,0,0,0,0,0,0,0,0,0,atmosphere,climate,cloud
heap,0,0,0,0,0,0,0,0,0,0,redundancy,crowd,burden
shade,0,0,0,0,0,0,0,0,0,0,demon,vision,specter
bond,0,0,0,0,0,0,0,0,0,0,money,warrant,order
casualty,1,1,0,0,0,0,1,1,0,0,adversity,rub,check
honor,0,0,0,1,0,1,0,0,0,0,respect,esteem,regard
business,0,0,0,0,0,0,0,0,0,0,occupation,employment,case
retort,0,0,0,0,0,0,0,0,0,0,answer,replication,response
repudiation,0,0,0,0,0,0,0,0,0,0,retraction,abolitionist,bounce
influence,0,0,0,0,0,0,0,0,0,0,agency,causation,action
turf,0,0,0,0,0,0,0,0,0,0,vegetable,grass,mold
clan,0,0,0,0,0,0,0,0,0,0,inclusion,breed,sept
jar,0,0,0,0,0,0,0,0,0,0,agitation,shake,ripple
dirty,0,0,0,0,0,0,1,0,1,0,muddy,overcast,dun
inversion,0,0,0,0,0,0,0,0,0,0,change,revolution,displacement
blunt,0,0,0,0,0,0,0,0,0,0,stun,numb,steel
harness,0,0,0,0,0,0,0,0,0,0,junction,moor,string
stress,0,0,0,0,0,0,1,0,0,0,difficulty,pinch,pass
agent,0,0,0,0,0,0,0,0,0,0,cause,source,origin
refuse,0,0,0,0,0,0,1,0,0,0,negation,qualify,rebut
pit,0,0,0,0,0,0,0,0,0,0,depth,well,shaft
crimp,0,0,0,0,0,0,0,0,0,0,short,crisp,splitting
salt,0,0,0,0,0,0,0,0,0,0,brine,devil,pickle
account,0,0,0,1,0,0,0,0,0,0,credit,trust,score
alternate,0,0,0,0,0,0,0,0,0,0,correlation,reciprocal,complementary
grace,0,0,0,0,0,1,0,0,0,0,title,sir,lordship
fraud,0,1,0,0,0,0,1,0,0,0,ringer,liar,humbug
type,0,0,0,0,0,0,0,0,0,0,prediction,divination,program
punch,1,1,0,0,1,0,1,1,0,0,attack,kick,pass
glow,0,0,1,1,0,1,0,0,0,1,feeling,gusto,warmth
flow,0,0,0,0,0,1,0,0,0,0,river,run,trickle
profit,0,0,0,0,0,0,0,0,0,0,goodness,benefit,transcend
discharge,0,0,0,0,0,0,0,0,0,0,propulsion,shoot,send
darkness,1,1,0,0,0,0,1,1,0,0,blackness,color,tone
dip,0,0,0,0,0,0,0,0,0,0,insertion,plunge,soak
dream,0,0,0,0,0,0,0,0,0,0,imagination,imagine,conceive
grip,0,0,0,0,0,0,0,0,0,0,taking,haul,clutch
vapor,0,0,0,0,0,0,0,0,0,0,bubble,fog,cloud
kneel,0,0,0,0,0,0,0,0,0,0,stoop,bow,cringe
staff,0,0,0,0,0,0,0,0,0,0,support,crutch,stick
interference,0,0,0,0,0,0,1,0,0,0,hindrance,discouragement,opponent
heave,0,0,0,0,0,0,0,0,0,0,elevation,hoist,rear
settle,0,0,0,0,0,0,0,0,0,0,payment,quit,discharge
bad,1,1,0,0,0,0,1,1,0,0,wrong,unequal,tortious
wrench,0,0,0,0,0,0,1,0,0,0,disjunction,shatter,shiver
receipt,0,0,0,0,0,0,0,0,0,0,remedy,prescription,recipe
relaxation,0,0,0,0,0,0,0,0,0,0,inactivity,rust,lethargy
accord,0,0,0,1,0,1,0,0,0,0,agreement,accordance,concordance
screen,0,0,0,0,0,0,0,0,0,0,concealment,cloak,cover
ruffle,0,0,0,0,0,0,0,0,0,0,excitability,fuss,perturbation
passage,0,0,0,0,0,0,0,0,0,0,conversion,shifting,transition
flash,0,0,0,0,0,0,0,0,0,0,light,shimmer,blaze
brace,0,0,0,0,0,0,0,0,0,0,connection,roller,fillet
associate,0,0,0,0,0,0,0,0,0,0,party,unite,join
tact,0,0,0,0,0,1,0,0,0,0,taste,gust,finesse
oddity,0,0,0,0,0,0,1,1,1,0,insanity,twist,eccentricity
mortification,1,0,1,0,0,0,1,1,1,0,disease,corruption,caries
smother,1,0,0,0,0,0,1,1,0,0,killing,stifle,drown
monster,1,0,0,0,0,0,1,0,0,0,size,mammoth,giant
terrorist,1,1,0,0,1,0,1,1,1,0,killing,butcher,assassin
roar,0,0,0,0,0,0,0,0,0,0,whine,moan,scream
susceptibility,0,0,0,0,0,0,0,0,0,0,irritability,temper,irritable
trim,0,0,0,0,0,0,0,0,0,0,form,make,formation
corrupt,0,0,0,0,0,0,1,0,0,0,pollute,soil,dirty
deposit,0,0,0,0,0,0,0,0,0,0,density,candy,clot
band,0,0,0,0,0,0,0,0,0,0,orchestra,banjo,harp
fume,0,0,0,0,0,0,1,0,0,0,ether,gas,reek
cut,0,0,0,0,0,0,0,0,0,0,notch,nick,indent
arrangement,0,0,0,0,0,0,0,0,0,0,adjustment,accommodation,terms
hug,0,0,0,1,0,1,0,0,0,1,cuddle,clasp,smack
velocity,0,0,0,0,0,0,0,0,0,0,haste,speed,fuss
torture,1,1,0,0,0,0,1,1,1,0,brutality,cruelty,ferocity
mortification,1,0,0,0,0,0,1,1,0,0,pain,stew,chagrin
stir,0,0,0,0,0,0,0,0,0,0,agitation,shake,ripple
thick,0,0,0,0,0,0,0,0,0,0,density,stuffy,impermeable
clerk,0,0,0,0,0,0,0,0,0,0,recorder,notary,secretary
reproduction,0,0,0,0,0,0,0,0,0,0,imitation,xerox,copying
recess,0,0,0,0,0,0,0,0,0,0,nook,niche,corner
acceptance,0,0,0,0,0,1,0,0,0,0,assent,confirmation,approval
foundation,0,0,0,0,0,1,0,0,0,0,support,base,ground
exposure,0,0,0,0,0,0,0,0,0,0,disclosure,exposition,unveiling
official,0,0,0,0,0,0,0,0,0,0,director,officer,minister
refinement,0,0,0,0,0,1,0,0,0,0,taste,gust,finesse
pitch,0,0,0,0,0,0,0,0,0,0,oil,tar,bitumen
timidity,1,0,1,0,0,0,1,0,0,0,uncertainty,bewilderment,suspense
evolution,0,0,0,0,0,1,0,0,0,0,action,movement,work
port,0,0,0,0,0,0,0,0,0,0,transference,export,import
flicker,0,0,0,0,0,0,0,0,0,0,agitation,flutter,shake
penetration,0,0,0,0,0,0,0,0,0,0,opening,acupuncture,puncture
tail,0,0,0,0,0,0,0,0,0,0,pendency,skirt,flap
whisper,0,0,0,0,0,0,0,0,0,0,ripple,hum,murmur
sponge,0,0,0,0,0,0,1,0,0,0,crouch,fawn,sneak
steel,0,0,0,0,0,0,0,0,0,0,strength,sustain,brace
taste,0,0,0,0,0,0,0,0,0,0,twang,smack,savor
growl,1,1,0,0,0,0,1,0,0,0,clamor,complain,croak
rally,0,0,0,0,0,0,0,0,0,0,courage,nerve,cheer
line,0,0,0,0,0,0,0,0,0,0,indication,stripe,stroke
lapse,0,0,0,0,0,0,1,0,0,0,relapse,retrograde,return
ring,0,0,0,0,0,0,0,0,0,0,resonance,zap,reflection
condition,0,0,0,0,0,0,0,0,0,0,supposition,postulate,hypothesis
similarity,0,0,0,0,0,0,0,0,0,0,equality,par,identity
judgment,0,0,0,0,1,0,0,0,0,0,sentence,finding,decision
trick,0,0,0,0,1,0,1,0,0,0,deception,blind,reach
push,0,0,0,0,0,0,0,0,0,0,ejection,bounce,banish
hold,0,0,0,0,0,0,0,0,0,0,defense,defend,shield
exaggeration,0,0,0,0,0,0,0,0,0,0,fringe,hyperbole,expansion
deposition,0,0,0,0,0,0,0,0,0,0,location,reposition,fixation
discharge,0,0,0,0,0,0,1,0,0,0,violence,bounce,detonation
satellite,0,0,0,0,0,0,0,0,0,0,auxiliary,adherent,tool
oversight,0,0,0,0,0,0,1,0,0,0,neglect,omission,default
idol,0,0,0,0,0,1,0,0,0,0,star,superstar,performer
period,0,0,0,0,0,0,0,0,0,0,end,last,conclusion
spirit,0,0,0,0,0,1,0,0,0,0,courage,daring,gallantry
ascent,0,0,0,0,0,1,0,0,0,0,repute,exaltation,elevation
accident,1,0,0,0,1,0,1,1,0,0,chance,casualty,luck
cramp,0,0,1,0,0,0,1,0,0,0,contraction,crunch,narrow
outbreak,0,0,0,0,0,0,0,0,0,0,disobedience,insurrection,rising
disperse,0,0,0,0,0,0,0,0,0,0,disseminate,diffuse,dispense
picket,1,1,0,0,0,0,1,0,0,0,punishment,torture,strike
blot,0,0,0,0,0,0,1,0,0,0,smoke,soil,smear
dam,0,0,0,0,0,0,0,0,0,0,hindrance,weir,boom
leader,0,0,0,1,0,0,0,0,0,0,director,conductor,agitator
cheer,0,0,1,1,0,1,0,0,0,1,relief,console,comfort
reserve,0,0,0,0,0,0,0,0,0,0,retention,withhold,settle
harm,1,0,0,0,0,0,1,0,0,0,amenity,enchantment,seduction
recoil,0,0,0,0,0,0,0,0,0,0,reversion,restoration,alternation
signature,0,0,0,0,0,0,0,0,0,0,record,entry,recorder
cripple,1,0,0,0,0,0,1,1,0,0,disease,patient,case
exercise,0,0,0,0,0,0,0,0,0,0,use,practice,exert
bolt,0,0,0,0,0,0,0,0,0,0,arms,projectile,missile
flaw,0,0,0,0,0,0,0,1,0,0,blemish,defect,deformity
exposition,0,0,0,0,0,0,0,0,0,0,dissertation,study,investigation
picture,0,0,0,0,0,0,0,0,0,0,copy,semblance,xerox
pall,0,0,0,0,0,0,0,0,0,0,apron,robe,hood
violation,0,0,0,0,0,0,1,0,0,0,disobedience,noncompliance,strike
back,0,0,0,0,0,0,0,0,0,0,convexity,shoulder,flange
prostrate,0,0,0,0,0,0,0,0,0,0,squat,crouched,nether
copy,0,0,0,0,0,0,1,0,0,0,imitation,semblance,mockery
energy,0,0,0,0,0,0,0,0,0,0,resolution,vigor,backbone
chart,0,0,0,1,0,0,0,0,0,0,advice,manual,guide
plate,0,0,0,0,0,0,0,0,0,0,layer,foil,slice
flow,0,0,0,0,0,0,0,0,0,0,river,course,stream
ebb,0,0,0,0,0,0,0,0,0,0,regression,balk,retreat
disguise,0,0,0,0,0,0,0,0,0,0,concealment,cryptography,screen
tie,0,0,0,0,0,0,0,0,0,0,relation,link,comparison
streak,0,0,0,0,0,0,0,0,0,0,furrow,groove,rut
falter,1,0,0,0,0,0,1,0,0,0,fear,crouch,funk
slug,0,0,0,0,0,0,1,0,1,0,inactivity,idler,drone
prompt,0,0,0,0,0,0,0,0,0,0,memory,suggest,remind
thread,0,0,0,0,0,0,0,0,0,0,filament,twine,hemp
commonplace,0,0,1,1,0,0,0,0,0,0,habit,regular,established
recognition,0,0,0,0,0,0,0,0,0,0,memory,recollection,flashback
cup,0,0,0,0,0,0,0,0,0,0,basin,crater,cell
wind,0,0,0,0,0,0,0,0,0,0,draught,undercurrent,puff
forbearance,0,0,0,0,0,1,0,0,0,0,temperance,moderation,sobriety
pickle,0,0,0,0,0,0,1,0,0,0,difficulty,stew,ado
exchange,0,0,0,1,0,1,0,0,0,0,correlation,barter,link
hatch,0,0,0,0,0,0,0,0,0,0,opening,wicket,gate
spray,0,0,0,0,0,0,0,0,0,0,part,scion,offshoot
tire,0,0,0,0,0,0,0,0,0,0,rotation,tyre,wheel
lay,0,0,0,0,0,0,0,0,0,0,plain,ley,lea
litter,0,0,0,0,0,0,1,0,0,0,rubbish,junk,lumber
suspicion,0,0,0,0,0,0,0,0,0,0,supposition,surmise,guess
score,0,0,1,0,0,1,0,0,0,0,twenty,six,thirteen
vent,0,0,0,0,0,0,0,0,0,0,egress,sluice,tap
shave,0,0,0,0,0,0,0,0,0,0,smoothness,mow,polish
row,0,1,0,0,0,0,1,0,0,0,violence,uproar,riot
dictate,0,0,0,0,0,0,0,0,0,0,writing,formulate,draft
pack,0,0,0,0,0,0,0,0,0,0,assemblage,lot,batch
penetration,1,1,0,0,0,0,1,0,0,0,ingress,entry,incursion
press,0,0,0,0,0,0,0,0,0,0,offer,invite,bid
pay,0,0,0,0,0,0,0,0,0,0,expenditure,disburse,expend
speculation,1,0,0,0,0,0,1,1,0,0,chance,stake,venture
neglect,0,0,0,0,0,0,1,0,0,0,evasion,omission,failure
constant,0,0,0,0,0,1,0,0,0,0,resolution,unflinching,steady
world,0,0,0,0,0,0,0,0,0,0,mankind,people,society
carriage,0,0,0,0,0,0,0,0,0,0,receptacle,lodging,bed
preserve,0,0,0,0,0,1,0,0,0,0,preservation,support,hold
abuse,1,1,0,0,0,0,1,0,0,0,impurity,violation,defloration
scramble,0,0,0,0,0,0,0,0,0,0,haste,bustle,hurry
joint,0,0,0,0,0,0,0,0,0,0,junction,pivot,suture
lumber,0,0,0,0,0,0,0,0,0,0,rubbish,junk,litter
border,0,0,0,0,0,0,0,0,0,0,edge,flange,brink
mode,0,0,0,0,0,0,0,0,0,0,mean,median,middle
throw,0,0,0,0,0,0,0,0,0,0,exertion,stress,effort
officiate,0,0,0,0,0,0,0,0,0,0,action,labor,inflict
seal,0,0,0,1,0,0,0,0,0,0,security,stamp,acceptance
good,0,0,0,1,0,1,0,0,0,1,completeness,absolute,plenary
drop,0,0,0,0,0,0,0,0,0,0,grain,smack,droplet
commutation,0,0,0,0,0,1,0,0,0,0,barter,composition,negotiation
oddity,0,0,0,0,1,0,0,0,0,0,extravagance,eccentricity,absurdity
shiver,1,1,1,0,0,0,1,1,0,0,fear,shake,quiver
concern,0,0,0,0,0,0,0,0,0,0,business,matter,case
straight,0,0,0,0,0,0,0,0,0,0,amusement,flush,pair
puff,0,0,0,0,0,0,0,0,0,0,wind,breathe,sneeze
dog,0,0,0,0,0,0,0,0,0,0,pursuit,course,hunt
return,0,0,0,0,0,0,0,0,0,0,answer,oracle,solution
perturbation,0,0,0,0,0,0,0,0,0,0,fear,flutter,trepidation
pattern,0,0,0,0,0,0,0,0,0,0,perfection,standard,mirror
push,0,0,0,0,0,0,0,0,0,0,impulse,fan,boost
recruit,0,0,0,0,0,0,0,0,0,0,learner,novice,neophyte
upset,0,1,0,0,0,0,1,1,0,0,depression,fell,level
bottom,0,0,0,0,0,0,0,0,0,0,base,nadir,hoof
field,0,0,0,0,0,0,0,0,0,0,arena,platform,lists
prohibition,0,0,0,0,0,0,1,0,0,0,exclusion,exile,rejection
incendiary,0,0,0,0,0,0,0,0,0,0,hood,rough,bully
stamp,0,0,0,0,0,0,0,0,0,0,indication,billet,chop
glowing,0,0,0,0,0,1,0,0,0,0,beauty,splendid,resplendent
eccentric,0,0,0,0,0,0,0,0,0,0,insanity,fanatical,odd
succession,0,0,0,0,0,0,0,0,0,0,transfer,reversion,devolution
boil,0,0,0,0,0,0,1,0,1,0,disease,abscess,ulcer
loss,0,0,0,0,0,0,1,1,0,0,deterioration,damage,impairment
precipitate,0,0,0,0,0,0,0,0,0,0,haste,urge,expedite
essential,0,0,0,0,0,1,0,0,0,0,importance,chief,principal
invention,0,0,0,0,0,0,0,0,0,0,fabrication,forgery,misrepresentation
fair,0,0,0,0,0,1,0,0,0,0,beauty,personable,shapely
exhaust,0,0,0,0,0,0,0,0,0,0,taking,dry,gut
essence,0,0,0,0,0,0,0,0,0,0,odor,fume,trail
agency,0,0,0,0,0,0,0,0,0,0,instrumentality,intervention,aid
mark,0,0,0,0,0,0,0,0,0,0,indication,stamp,note
dot,0,0,0,0,0,0,0,0,0,0,space,point,atom
pillar,0,0,0,0,0,0,0,0,0,0,height,obelisk,tower
sharpen,0,1,1,0,0,0,0,0,0,0,intensify,energize,exert
shuffling,0,0,0,0,0,0,0,0,0,0,interchange,transposition,alternation
charm,0,0,0,0,0,1,0,0,0,0,sorcery,enchant,conjure
ramble,0,0,0,0,0,0,0,0,0,0,deviation,drift,wind
illustration,0,0,0,0,0,0,0,0,0,0,engraving,illumination,vignette
salute,0,0,0,0,0,1,0,0,0,1,courtesy,kiss,pledge
clasp,0,0,0,0,0,0,0,0,0,0,approximate,hug,burn
admission,0,0,0,0,0,0,0,0,0,0,ingress,entry,penetration
bear,0,0,0,0,0,0,0,0,0,0,transference,carry,convey
credit,0,0,0,1,0,1,0,0,0,0,repute,prestige,figure
prime,0,0,0,0,0,1,0,0,0,0,preparation,set,garnish
ebb,0,0,0,0,0,0,0,0,0,0,regression,regurgitation,backwater
fury,0,1,0,0,0,0,1,0,0,0,rough,bully,terrorist
skirt,0,0,0,0,0,0,0,0,0,0,pendency,tail,flap
quiver,1,0,0,0,0,0,1,0,0,0,cold,shake,shiver
dry,0,0,0,0,0,0,0,0,0,0,temperance,temperate,vegetarian
cynic,0,0,0,0,0,0,0,0,0,0,unbelief,skeptic,cynicism
outrage,0,1,0,0,0,0,1,0,1,0,harm,injure,wrong
